ROW,Date,CO
998,2017-08-09,14448.00
999,2017-08-10,7565.00
1000,2017-08-12,19453.00
1001,2017-08-13,21016.00
1002,2017-08-14,10666.00
1003,2017-08-15,7194.00
1004,2017-08-16,9785.00
1005,2017-08-17,17014.00
1006,2017-08-19,9073.00
1007,2017-08-20,2959.00
1008,2017-08-21,6709.00
1009,2017-08-22,8092.00
1010,2017-08-23,9380.00
1011,2017-08-24,7786.00
1012,2017-08-26,5873.00
1013,2017-08-27,3707.00
1014,2017-08-28,1659.00
1015,2017-08-29,10959.00
1016,2017-08-30,1780.00
1017,2017-08-31,3053.00
1018,2017-09-02,92399.00
1019,2017-09-03,41166.00
1020,2017-09-04,17438.00
1021,2017-09-05,26817.00
1022,2017-09-06,9371.00
1023,2017-09-07,514.00
1024,2017-09-10,3845.00
1025,2017-09-11,17731.00
1026,2017-09-12,7520.00
1027,2017-09-13,11419.00
1028,2017-09-14,4363.00
1029,2017-09-16,13868.00
1030,2017-09-17,11643.00
1031,2017-09-18,7911.00
1032,2017-09-19,16640.00
1033,2017-09-20,18117.00
1034,2017-09-21,533.00
1035,2017-09-23,9672.00
1036,2017-09-24,4588.00
1037,2017-09-25,23461.00
1038,2017-09-26,19340.00
1039,2017-09-27,16961.00
1040,2017-09-28,22176.00
1041,2017-10-02,940.00
1042,2017-10-03,1620.00
1043,2017-10-04,10007.00
1044,2017-10-05,2516.00
1045,2017-10-07,18435.00
1046,2017-10-08,12502.00
1047,2017-10-09,20389.00
1048,2017-10-10,13989.00
1049,2017-10-11,12926.00
1050,2017-10-12,4669.00
1051,2017-10-14,9456.00
1052,2017-10-15,32236.00
1053,2017-10-16,13121.00
1054,2017-10-17,13532.00
1055,2017-10-18,11326.00
1056,2017-10-19,1275.00
1057,2017-10-21,14030.00
1058,2017-10-22,10726.00
1059,2017-10-23,1996.00
1060,2017-10-24,6603.00
1061,2017-10-25,5572.00
1062,2017-10-26,922.00
1063,2017-10-28,5409.00
1064,2017-10-29,15947.00
1065,2017-10-30,16307.00
1066,2017-10-31,10850.00
1067,2017-11-01,5185.00
1068,2017-11-02,14763.00
1069,2017-11-04,3059.00
1070,2017-11-05,10512.00
1071,2017-11-06,33548.00
1072,2017-11-07,16116.00
1073,2017-11-08,4466.00
1074,2017-11-11,7669.00
1075,2017-11-12,5841.00
1076,2017-11-13,7584.00
1077,2017-11-14,22062.00
1078,2017-11-15,22742.00
1079,2017-11-16,7732.00
1080,2017-11-18,8648.00
1081,2017-11-20,15852.00
1082,2017-11-21,9990.00
1083,2017-11-22,5813.00
1084,2017-11-23,9416.00
1085,2017-11-25,7932.00
1086,2017-11-26,8643.00
1087,2017-11-27,75.00
1088,2017-11-28,13117.00
1089,2017-11-29,19078.00
1090,2017-11-30,3378.00
1091,2017-12-02,10589.00
1092,2017-12-03,8831.00
1093,2017-12-04,10740.00
1094,2017-12-05,32660.00
1095,2017-12-07,3573.00
1096,2017-12-09,5171.00
1097,2017-12-10,10584.00
1098,2017-12-11,25083.00
1099,2017-12-12,19155.00
1100,2017-12-13,19250.00
1101,2017-12-14,7294.00
1102,2017-12-16,9952.00
1103,2017-12-17,10921.00
1104,2017-12-18,10563.00
1105,2017-12-19,15528.00
1106,2017-12-20,14840.00
1107,2017-12-21,20193.00
1108,2017-12-23,3584.00
1109,2017-12-24,7823.00
1110,2017-12-25,33346.00
1111,2017-12-26,18645.00
1112,2017-12-27,7347.00
1113,2017-12-28,7099.00
1114,2017-12-30,10424.00
1115,2017-12-31,6070.00
1116,2018-01-01,21481.00
1117,2018-01-02,14161.00
1118,2018-01-03,7040.00
1119,2018-01-04,5420.00
1120,2018-01-06,20120.00
1121,2018-01-07,6248.00
1122,2018-01-08,16503.00
1123,2018-01-09,1177.00
1124,2018-01-10,5655.00
1125,2018-01-11,4579.00
1126,2018-01-13,14738.00
1127,2018-01-14,1233.00
1128,2018-01-15,11444.00
1129,2018-01-16,16676.00
1130,2018-01-17,10455.00
1131,2018-01-18,16474.00
1132,2018-01-20,14176.00
1133,2018-01-21,7428.00
1134,2018-01-22,6338.00
1135,2018-01-23,15827.00
1136,2018-01-24,7086.00
1137,2018-01-25,3639.00
1138,2018-01-27,5719.00
1139,2018-01-28,3291.00
1140,2018-01-29,6036.00
1141,2018-01-30,12127.00
1142,2018-01-31,11267.00
1143,2018-02-01,2815.00
1144,2018-02-03,7061.00
1145,2018-02-04,1909.00
1146,2018-02-05,17403.00
1147,2018-02-06,11424.00
1148,2018-02-07,17156.00
1149,2018-02-08,3339.00
1150,2018-02-10,14314.00
1151,2018-02-12,7127.00
1152,2018-02-13,5067.00
1153,2018-02-14,25753.00
1154,2018-02-15,8681.00
1155,2018-02-17,10825.00
1156,2018-02-18,17794.00
1157,2018-02-19,14179.00
1158,2018-02-21,9482.00
1159,2018-02-22,4189.00
1160,2018-02-24,5118.00
1161,2018-02-25,20488.00
1162,2018-02-26,16482.00
1163,2018-02-27,10885.00
1164,2018-02-28,2434.00
1165,2018-03-01,10975.00
1166,2018-03-03,5844.00
1167,2018-03-04,7598.00
1168,2018-03-05,3543.00
1169,2018-03-06,11763.00
1170,2018-03-07,588.00
1171,2018-03-08,14161.00
1172,2018-03-10,6397.00
1173,2018-03-11,13794.00
1174,2018-03-12,17624.00
1175,2018-03-13,6380.00
1176,2018-03-14,26225.00
1177,2018-03-15,7566.00
1178,2018-03-17,16545.00
1179,2018-03-18,9008.00
1180,2018-03-19,4743.00
1181,2018-03-25,159.00
1182,2018-03-26,1279.00
1183,2018-03-27,3568.00
1184,2018-03-28,1576.00
1185,2018-03-29,988.00
1186,2018-04-03,983.00
1187,2018-04-04,1018.00
1188,2018-04-05,4051.00
1189,2018-04-07,585.00
1190,2018-04-08,10655.00
1191,2018-04-09,3450.00
1192,2018-04-10,4138.00
1193,2018-04-11,6233.00
1194,2018-04-12,6120.00
1195,2018-04-15,5236.00
1196,2018-04-16,11795.00
1197,2018-04-17,18453.00
1198,2018-04-18,11721.00
1199,2018-04-19,4493.00
1200,2018-04-21,1169.00
1201,2018-04-22,2935.00
1202,2018-04-23,11413.00
1203,2018-04-24,12152.00
1204,2018-04-25,3256.00
1205,2018-04-26,2626.00
1206,2018-04-28,10137.00
1207,2018-04-29,20080.00
1208,2018-04-30,18554.00
1209,2018-05-01,11250.00
1210,2018-05-03,3183.00
1211,2018-05-05,8117.00
1212,2018-05-06,14205.00
1213,2018-05-07,11819.00
1214,2018-05-08,8459.00
1215,2018-05-09,10546.00
1216,2018-05-10,3257.00
1217,2018-05-12,12.00
1218,2018-05-13,82300.00
1219,2018-05-14,30180.00
1220,2018-05-15,20788.00
1221,2018-05-16,5179.00
1222,2018-05-17,11929.00
1223,2018-05-19,2570.00
1224,2018-05-20,8984.00
1225,2018-05-21,9295.00
1226,2018-05-22,1982.00
1227,2018-05-23,9891.00
1228,2018-05-24,4575.00
1229,2018-05-26,32244.00
1230,2018-05-27,13304.00
1231,2018-05-28,7332.00
1232,2018-05-29,12435.00
1233,2018-05-30,15220.00
1234,2018-05-31,4026.00
1235,2018-06-02,3310.00
1236,2018-06-03,8512.00
1237,2018-06-07,9146.00
1238,2018-06-09,2741.00
1239,2018-06-10,6681.00
1240,2018-06-11,8860.00
1241,2018-06-12,40342.00
1242,2018-06-13,8303.00
1243,2018-06-14,12017.00
1244,2018-06-17,2123.00
1245,2018-06-18,10074.00
1246,2018-06-19,16957.00
1247,2018-06-20,17870.00
1248,2018-06-21,9438.00
1249,2018-06-23,1449.00
1250,2018-06-24,2454.00
1251,2018-06-25,6699.00
1252,2018-06-26,955.00
1253,2018-06-27,11234.00
1254,2018-06-28,670.00
1255,2018-06-30,1033.00
1256,2018-07-01,1809.00
1257,2018-07-02,2686.00
1258,2018-07-03,11070.00
1259,2018-07-04,1176.00
1260,2018-07-05,11816.00
1261,2018-07-07,8105.00
1262,2018-07-08,11188.00
1263,2018-07-10,8721.00
1264,2018-07-11,8217.00
1265,2018-07-12,4496.00
1266,2018-07-14,3424.00
1267,2018-07-15,7987.00
1268,2018-07-16,178.00
1269,2018-07-17,8286.00
1270,2018-07-18,12392.00
1271,2018-07-19,1186.00
1272,2018-07-21,10914.00
1273,2018-07-22,6744.00
1274,2018-07-23,3158.00
1275,2018-07-24,5973.00
1276,2018-07-25,6833.00
1277,2018-07-26,408.00
1278,2018-07-28,2508.00
1279,2018-07-29,3775.00
1280,2018-07-30,4586.00
1281,2018-07-31,9544.00
1282,2018-08-01,4179.00
1283,2018-08-02,6546.00
1284,2018-08-04,3831.00
1285,2018-08-05,13657.00
1286,2018-08-06,1041.00
1287,2018-08-07,5924.00
1288,2018-08-08,11686.00
1289,2018-08-09,701.00
1290,2018-08-11,4034.00
1291,2018-08-12,2636.00
1292,2018-08-13,2091.00
1293,2018-08-14,6191.00
1294,2018-08-15,11159.00
1295,2018-08-16,3079.00
1296,2018-08-18,4333.00
1297,2018-08-19,5828.00
1298,2018-08-20,3821.00
1299,2018-08-21,12300.00
1300,2018-08-23,6675.00
1301,2018-08-25,9725.00
1302,2018-08-26,9960.00
1303,2018-08-27,6746.00
1304,2018-08-28,4397.00
1305,2018-08-29,4718.00
1306,2018-09-01,2008.00
1307,2018-09-02,12842.00
1308,2018-09-03,9548.00
1309,2018-09-04,19677.00
1310,2018-09-05,6192.00
1311,2018-09-06,3888.00
1312,2018-09-08,13084.00
1313,2018-09-09,21428.00
1314,2018-09-10,6656.00
1315,2018-09-11,4061.00
1316,2018-09-12,11804.00
1317,2018-09-13,6780.00
1318,2018-09-15,3626.00
1319,2018-09-16,9154.00
1320,2018-09-17,13556.00
1321,2018-09-18,10018.00
1322,2018-09-22,1243.00
1323,2018-09-23,6924.00
1324,2018-09-24,12621.00
1325,2018-09-25,13067.00
1326,2018-09-26,9924.00
1327,2018-09-27,6295.00
1328,2018-09-29,5803.00
1329,2018-09-30,6080.00
1330,2018-10-01,5306.00
1331,2018-10-02,8870.00
1332,2018-10-03,5333.00
1333,2018-10-04,6246.00
1334,2018-10-06,10963.00
1335,2018-10-07,3247.00
1336,2018-10-08,7152.00
1337,2018-10-09,11088.00
1338,2018-10-10,3455.00
1339,2018-10-11,5236.00
1340,2018-10-13,1347.00
1341,2018-10-14,6646.00
1342,2018-10-15,6761.00
1343,2018-10-16,4837.00
1344,2018-10-17,17440.00
1345,2018-10-18,3069.00
1346,2018-10-20,1475.00
1347,2018-10-21,7824.00
1348,2018-10-22,14934.00
1349,2018-10-23,782.00
1350,2018-10-24,2611.00
1351,2018-10-25,6791.00
1352,2018-10-27,6289.00
1353,2018-10-28,6867.00
1354,2018-10-29,1683.00
1355,2018-10-31,6209.00
1356,2018-11-01,13412.00
1357,2018-11-03,1033.00
1358,2018-11-04,12233.00
1359,2018-11-05,9228.00
1360,2018-11-06,9626.00
1361,2018-11-10,7787.00
1362,2018-11-11,11789.00
1363,2018-11-12,6910.00
1364,2018-11-13,4066.00
1365,2018-11-14,9109.00
1366,2018-11-15,7841.00
1367,2018-11-17,2400.00
1368,2018-11-18,8334.00
1369,2018-11-19,9122.00
1370,2018-11-20,8146.00
1371,2018-11-21,6476.00
1372,2018-11-22,4384.00
1373,2018-11-24,3385.00
1374,2018-11-26,1901.00
1375,2018-11-27,3738.00
1376,2018-11-28,11434.00
1377,2018-11-29,2483.00
1378,2018-12-01,4886.00
1379,2018-12-02,8076.00
1380,2018-12-03,15058.00
1381,2018-12-04,7992.00
1382,2018-12-05,5370.00
1383,2018-12-06,2549.00
1384,2018-12-08,3446.00
1385,2018-12-09,3267.00
1386,2018-12-10,9622.00
1387,2018-12-11,4381.00
1388,2018-12-12,11687.00
1389,2018-12-13,5895.00
1390,2018-12-15,2732.00
1391,2018-12-16,4223.00
1392,2018-12-17,14708.00
1393,2018-12-18,10777.00
1394,2018-12-19,5277.00
1395,2018-12-20,4921.00
1396,2018-12-22,4791.00
1397,2018-12-23,8831.00
1398,2018-12-24,5843.00
1399,2018-12-25,3053.00
1400,2018-12-26,6525.00
1401,2018-12-27,4688.00
1402,2018-12-29,7738.00
1403,2018-12-30,8722.00
1404,2018-12-31,13838.00
1405,2019-01-01,16978.00
1406,2019-01-02,8398.00
1407,2019-01-03,4684.00
1408,2019-01-05,6920.00
1409,2019-01-06,2457.00
1410,2019-01-07,8731.00
1411,2019-01-08,5750.00
1412,2019-01-09,9772.00
1413,2019-01-10,9202.00
1414,2019-01-12,2164.00
1415,2019-01-13,7999.00
1416,2019-01-14,3933.00
1417,2019-01-15,9751.00
1418,2019-01-16,6217.00
1419,2019-01-17,744.00
1420,2019-01-19,13312.00
1421,2019-01-20,4535.00
1422,2019-01-21,1709.00
1423,2019-01-22,4267.00
1424,2019-01-23,7803.00
1425,2019-01-24,5170.00
1426,2019-01-26,3094.00
1427,2019-01-27,10239.00
1428,2019-01-28,4364.00
1429,2019-01-29,10124.00
1430,2019-01-30,11306.00
1431,2019-01-31,2032.00
1432,2019-02-02,5479.00
1433,2019-02-03,6476.00
1434,2019-02-04,4878.00
1435,2019-02-05,5878.00
1436,2019-02-06,10121.00
1437,2019-02-07,7829.00
1438,2019-02-10,2220.00
1439,2019-02-12,6949.00
1440,2019-02-13,8468.00
1441,2019-02-14,41895.00
1442,2019-02-16,1729.00
1443,2019-02-17,2429.00
1444,2019-02-18,2695.00
1445,2019-02-19,14351.00
1446,2019-02-20,12717.00
1447,2019-02-21,4308.00
1448,2019-02-23,3445.00
1449,2019-02-24,3588.00
1450,2019-02-25,9342.00
1451,2019-02-26,14872.00
1452,2019-02-27,5646.00
1453,2019-02-28,7583.00
1454,2019-03-02,11284.00
1455,2019-03-03,8072.00
1456,2019-03-04,13995.00
1457,2019-03-05,3106.00
1458,2019-03-06,6386.00
1459,2019-03-07,11095.00
1460,2019-03-09,491077.00
1461,2019-03-10,4875.00
1462,2019-03-11,10704.00
1463,2019-03-12,20476.00
1464,2019-03-13,9388.00
1465,2019-03-14,3084.00
1466,2019-03-16,14962.00
1467,2019-03-17,2303.00
1468,2019-03-18,13640.00
1469,2019-03-19,1899.00
1470,2019-03-25,780.00
1471,2019-03-26,6222.00
1472,2019-03-27,2295.00
1473,2019-03-28,234.00
1474,2019-03-30,773.00
1475,2019-03-31,275.00
1476,2019-04-04,207.00
1477,2019-04-06,1233.00
1478,2019-04-07,1079.00
1479,2019-04-08,2134.00
1480,2019-04-09,7959.00
1481,2019-04-10,5319.00
1482,2019-04-11,1430.00
1483,2019-04-13,3514.00
1484,2019-04-14,4495.00
1485,2019-04-15,11592.00
1486,2019-04-16,195.00
1487,2019-04-17,5347.00
1488,2019-04-18,711.00
1489,2019-04-20,5039.00
1490,2019-04-22,6523.00
1491,2019-04-23,1135.00
1492,2019-04-24,1041.00
1493,2019-04-25,2580.00
1494,2019-04-27,3065.00
1495,2019-04-28,10099.00
1496,2019-04-29,1391.00
1497,2019-04-30,3615.00
1498,2019-05-01,10626.00
1499,2019-05-02,430.00
1500,2019-05-04,2210.00
1501,2019-05-05,2099.00
1502,2019-05-06,4776.00
1503,2019-05-07,3510.00
1504,2019-05-08,5052.00
1505,2019-05-09,455.00
1506,2019-05-11,3513.00
1507,2019-05-12,2823.00
1508,2019-05-13,4791.00
1509,2019-05-14,795.00
1510,2019-05-15,3190.00
1511,2019-05-16,3301.00
1512,2019-05-18,261070.00
1513,2019-05-19,1169.00
1514,2019-05-20,3795.00
1515,2019-05-21,2136.00
1516,2019-05-22,3655.00
1517,2019-05-23,570.00
1518,2019-05-25,3890.00
1519,2019-05-26,4312.00
1520,2019-05-28,5521.00
1521,2019-05-29,1932.00
1522,2019-05-30,4205.00
1523,2019-06-01,4570.00
1524,2019-06-02,541.00
1525,2019-06-03,631.00
1526,2019-06-08,80.00
1527,2019-06-09,435.00
1528,2019-06-10,1294.00
1529,2019-06-11,1111.00
1530,2019-06-12,6843.00
1531,2019-06-13,897.00
1532,2019-06-15,3997.00
1533,2019-06-16,4616.00
1534,2019-06-17,1608.00
1535,2019-06-18,207.00
1536,2019-06-19,2138.00
1537,2019-06-20,8783.00
1538,2019-06-22,259.00
1539,2019-06-23,1042.00
1540,2019-06-24,3261.00
1541,2019-06-25,9173.00
1542,2019-06-26,4407.00
1543,2019-06-27,2268.00
1544,2019-06-30,892.00
1545,2019-07-01,5776.00
1546,2019-07-02,985.00
1547,2019-07-03,978.00
1548,2019-07-04,184.00
1549,2019-07-06,3821.00
1550,2019-07-07,2237.00
1551,2019-07-08,1465.00
1552,2019-07-09,4904.00
1553,2019-07-10,4517.00
1554,2019-07-11,3350.00
1555,2019-07-13,7402.00
1556,2019-07-14,4880.00
1557,2019-07-15,3150.00
1558,2019-07-16,1192.00
1559,2019-07-17,2646.00
1560,2019-07-18,6838.00
1561,2019-07-20,4827.00
1562,2019-07-21,3260.00
1563,2019-07-22,1093.00
1564,2019-07-23,3934.00
1565,2019-07-24,4278.00
1566,2019-07-25,229.00
1567,2019-07-27,6311.00
1568,2019-07-28,6020.00
1569,2019-07-29,3989.00
1570,2019-07-30,4828.00
1571,2019-07-31,2764.00
1572,2019-08-01,3797.00
1573,2019-08-03,3322.00
1574,2019-08-04,3395.00
1575,2019-08-05,5333.00
1576,2019-08-06,6804.00
1577,2019-08-07,3056.00
1578,2019-08-08,3454.00
1579,2019-08-10,2010.00
1580,2019-08-11,4285.00
1581,2019-08-13,816.00
1582,2019-08-14,4810.00
1583,2019-08-15,6349.00
1584,2019-08-17,3899.00
1585,2019-08-18,6781.00
1586,2019-08-19,461.00
1587,2019-08-21,4122.00
1588,2019-08-22,2223.00
1589,2019-08-24,3001.00
1590,2019-08-25,671.00
1591,2019-08-26,3039.00
1592,2019-08-27,2601.00
1593,2019-08-28,4146.00
1594,2019-08-29,573.00
1595,2019-08-31,5463.00
1596,2019-09-01,777.00
1597,2019-09-02,4596.00
1598,2019-09-03,10847.00
1599,2019-09-04,1454.00
1600,2019-09-05,4584.00
1601,2019-09-07,835.00
1602,2019-09-08,2672.00
1603,2019-09-11,10129.00
1604,2019-09-12,148.00
1605,2019-09-14,7533.00
1606,2019-09-15,8754.00
1607,2019-09-16,1041.00
1608,2019-09-17,360.00
1609,2019-09-18,594.00
1610,2019-09-19,3303.00
1611,2019-09-21,2495.00
1612,2019-09-22,5455.00
1613,2019-09-23,4803.00
1614,2019-09-24,4597.00
1615,2019-09-25,7128.00
1616,2019-09-26,1930.00
1617,2019-09-28,2031.00
1618,2019-09-29,3698.00
1619,2019-09-30,8213.00
1620,2019-10-01,199.00
1621,2019-10-02,3209.00
1622,2019-10-03,7042.00
1623,2019-10-05,6730.00
1624,2019-10-06,1205.00
1625,2019-10-07,2892.00
1626,2019-10-08,9799.00
1627,2019-10-09,6064.00
1628,2019-10-10,3549.00
1629,2019-10-12,5636.00
1630,2019-10-13,6589.00
1631,2019-10-14,2934.00
1632,2019-10-15,1157.00
1633,2019-10-16,634.00
1634,2019-10-17,1397.00
1635,2019-10-20,583.00
1636,2019-10-21,7504.00
1637,2019-10-22,3039.00
1638,2019-10-23,1602.00
1639,2019-10-24,5022.00
1640,2019-10-26,1804.00
1641,2019-10-28,4605.00
1642,2019-10-29,181.00
1643,2019-10-30,12799.00
1644,2019-10-31,2093.00
1645,2019-11-02,5000.00
1646,2019-11-03,6555.00
1647,2019-11-04,4804.00
1648,2019-11-05,3420.00
1649,2019-11-07,5800.00
1650,2019-11-09,8455.00
1651,2019-11-10,8185.00
1652,2019-11-11,5793.00
1653,2019-11-12,3221.00
1654,2019-11-13,6060.00
1655,2019-11-14,6725.00
1656,2019-11-16,16005.00
1657,2019-11-17,736.00
1658,2019-11-18,14501.00
1659,2019-11-19,3124.00
1660,2019-11-20,11770.00
1661,2019-11-21,1938.00
1662,2019-11-23,16422.00
1663,2019-11-24,2134.00
1664,2019-11-25,10117.00
1665,2019-11-26,1279.00
1666,2019-11-27,31182.00
1667,2019-11-28,6723.00
1668,2019-11-30,4844.00
1669,2019-12-01,11083.00
1670,2019-12-02,3128.00
1671,2019-12-03,844.00
1672,2019-12-04,1596.00
1673,2019-12-05,5521.00
1674,2019-12-07,38.00
1675,2019-12-08,14077.00
1676,2019-12-09,3718.00
1677,2019-12-10,2725.00
1678,2019-12-11,7332.00
1679,2019-12-12,1010.00
1680,2019-12-14,366.00
1681,2019-12-15,5105.00
1682,2019-12-16,14944.00
1683,2019-12-17,2250.00
1684,2019-12-18,7851.00
1685,2019-12-19,11517.00
1686,2019-12-21,5855.00
1687,2019-12-22,1760.00
1688,2019-12-23,5394.00
1689,2019-12-24,1728.00
1690,2019-12-25,4306.00
1691,2019-12-26,5506.00
1692,2019-12-28,14867.00
1693,2019-12-29,11361.00
1694,2019-12-30,7375.00
1695,2019-12-31,4305.00
1696,2020-01-01,905.00
1697,2020-01-02,1308.00
1698,2020-01-04,10277.00
1699,2020-01-05,934.00
1700,2020-01-06,7155.00
1701,2020-01-07,6716.00
1702,2020-01-08,9056.00
1703,2020-01-09,4883.00
1704,2020-01-11,8805.00
1705,2020-01-12,7699.00
1706,2020-01-13,3053.00
1707,2020-01-14,5257.00
1708,2020-01-15,16482.00
1709,2020-01-16,7925.00
1710,2020-01-18,2963.00
1711,2020-01-19,3716.00
1712,2020-01-20,4025.00
1713,2020-01-21,3822.00
1714,2020-01-22,1432.00
1715,2020-01-23,16384.00
1716,2020-01-25,1700.00
1717,2020-01-26,11688.00
1718,2020-01-27,10209.00
1719,2020-01-28,7924.00
1720,2020-01-30,3535.00
1721,2020-02-01,16526.00
1722,2020-02-02,16120.00
1723,2020-02-03,3398.00
1724,2020-02-04,6850.00
1725,2020-02-05,8146.00
1726,2020-02-06,8840.00
1727,2020-02-08,3307.00
1728,2020-02-09,4411.00
1729,2020-02-10,847.00
1730,2020-02-12,7263.00
1731,2020-02-13,5018.00
1732,2020-02-15,4259.00
1733,2020-02-16,7117.00
1734,2020-02-17,979.00
1735,2020-02-18,18691.00
1736,2020-02-19,8769.00
1737,2020-02-20,1446.00
1738,2020-02-22,1955.00
1739,2020-02-23,7038.00
1740,2020-02-24,10301.00
1741,2020-02-25,2789.00
1742,2020-02-26,1138.00
1743,2020-02-27,9835.00
1744,2020-02-29,7614.00
1745,2020-03-01,14679.00
1746,2020-03-02,9157.00
1747,2020-03-03,5750.00
1748,2020-03-04,3711.00
1749,2020-03-05,6403.00
1750,2020-03-07,9423.00
1751,2020-03-09,11427.00
1752,2020-03-10,1592.00
1753,2020-03-11,10166.00
1754,2020-03-12,4233.00
1755,2020-03-14,394.00
1756,2020-03-15,8133.00
1757,2020-03-16,4926.00
1758,2020-03-17,4013.00
1759,2020-03-18,3887.00
1760,2020-03-24,54.00
1761,2020-03-25,1141.00
1762,2020-03-26,265.00
1763,2020-03-28,1741.00
1764,2020-03-29,655.00
1765,2020-03-30,1546.00
1766,2020-04-04,429.00
1767,2020-04-05,651.00
1768,2020-04-06,1783.00
1769,2020-04-07,12296.00
1770,2020-04-08,3752.00
1771,2020-04-09,252.00
1772,2020-04-11,5498.00
1773,2020-04-12,5674.00
1774,2020-04-13,4523.00
1775,2020-04-14,1185.00
1776,2020-04-15,4347.00
1777,2020-04-16,2212.00
1778,2020-04-18,13376.00
1779,2020-04-19,7516.00
1780,2020-04-20,10168.00
1781,2020-04-21,2552.00
1782,2020-04-22,2169.00
1783,2020-04-23,2662.00
1784,2020-04-25,10817.00
1785,2020-04-26,3993.00
1786,2020-04-27,5054.00
1787,2020-04-28,4672.00
1788,2020-04-29,7150.00
1789,2020-04-30,4246.00
1790,2020-05-02,4879.00
1791,2020-05-03,2707.00
1792,2020-05-04,2969.00
1793,2020-05-05,9102.00
1794,2020-05-06,5578.00
1795,2020-05-07,5614.00
1796,2020-05-09,3189.00
1797,2020-05-10,8383.00
1798,2020-05-11,1004.00
1799,2020-05-12,6648.00
1800,2020-05-13,3383.00
1801,2020-05-14,1518.00
1802,2020-05-16,496.00
1803,2020-05-17,1033.00
1804,2020-05-18,5660.00
1805,2020-05-19,7066.00
1806,2020-05-20,6672.00
1807,2020-05-21,578.00
1808,2020-05-23,318.00
1809,2020-05-26,6560.00
1810,2020-05-27,5259.00
1811,2020-05-28,2488.00
1812,2020-05-30,4294.00
1813,2020-05-31,4224.00
1814,2020-06-01,6149.00
1815,2020-06-02,8422.00
1816,2020-06-03,892.00
1817,2020-06-04,132.00
1818,2020-06-06,6161.00
1819,2020-06-07,9390.00
1820,2020-06-08,11103.00
1821,2020-06-09,5131.00
1822,2020-06-10,10101.00
1823,2020-06-11,10557.00
1824,2020-06-13,18266.00
1825,2020-06-14,3585.00
1826,2020-06-15,2888.00
1827,2020-06-16,4454.00
1828,2020-06-18,3669.00
1829,2020-06-20,12478.00
1830,2020-06-21,6347.00
1831,2020-06-22,1934.00
1832,2020-06-23,5536.00
1833,2020-06-24,3444.00
1834,2020-06-25,2022.00
1835,2020-06-27,5245.00
1836,2020-06-28,3528.00
1837,2020-06-29,1470.00
1838,2020-06-30,3130.00
1839,2020-07-01,1377.00
1840,2020-07-02,898.00
1841,2020-07-04,354.00
1842,2020-07-05,8231.00
1843,2020-07-06,4616.00
1844,2020-07-07,5943.00
1845,2020-07-08,10348.00
1846,2020-07-09,820.00
1847,2020-07-11,7772.00
1848,2020-07-12,6395.00
1849,2020-07-13,3391.00
1850,2020-07-14,10006.00
1851,2020-07-15,2451.00
1852,2020-07-16,1457.00
1853,2020-07-18,2506.00
1854,2020-07-19,5054.00
1855,2020-07-20,6341.00
1856,2020-07-21,5234.00
1857,2020-07-22,2.00
1858,2020-07-23,510.00
1859,2020-07-25,151.00
1860,2020-07-26,929.00
1861,2020-07-27,5348.00
1862,2020-07-28,3009.00
1863,2020-07-29,671.00
1864,2020-07-30,504.00
1865,2020-08-01,1842.00
1866,2020-08-02,629.00
1867,2020-08-03,4143.00
1868,2020-08-04,4876.00
1869,2020-08-05,720.00
1870,2020-08-06,2141.00
1871,2020-08-08,1350.00
1872,2020-08-09,578.00
1873,2020-08-10,1708.00
1874,2020-08-11,4390.00
1875,2020-08-12,980.00
1876,2020-08-13,714.00
1877,2020-08-15,525.00
1878,2020-08-16,341.00
1879,2020-08-23,4960.00
1880,2020-08-24,2100.00
1881,2020-08-25,2816.00
1882,2020-08-26,4266.00
1883,2020-08-27,3581.00
1884,2020-08-31,4005.00
1885,2020-09-01,2776.00
1886,2020-09-02,3408.00
1887,2020-09-03,3458.00
1888,2020-09-05,6265.00
1889,2020-09-06,4414.00
1890,2020-09-07,3007.00
1891,2020-09-08,6306.00
1892,2020-09-09,1039.00
1893,2020-09-10,4179.00
1894,2020-09-12,715.00
1895,2020-09-13,3251.00
1896,2020-09-14,6294.00
1897,2020-09-15,14212.00
1898,2020-09-16,3721.00
1899,2020-09-17,1725.00
1900,2020-09-19,1676.00
1901,2020-09-20,3843.00
1902,2020-09-21,1449.00
1903,2020-09-22,2534.00
1904,2020-09-23,1658.00
1905,2020-09-24,4052.00
1906,2020-09-26,7670.00
1907,2020-09-27,102.00
1908,2020-09-28,6188.00
1909,2020-09-29,5085.00
1910,2020-09-30,2334.00
1911,2020-10-01,8348.00
1912,2020-10-03,2590.00
1913,2020-10-04,544.00
1914,2020-10-05,4641.00
1915,2020-10-06,1321.00
1916,2020-10-07,3300.00
1917,2020-10-10,3115.00
1918,2020-10-11,1427.00
1919,2020-10-12,3679.00
1920,2020-10-13,1987.00
1921,2020-10-14,3350.00
1922,2020-10-15,837.00
1923,2020-10-18,376.00
1924,2020-10-19,455.00
1925,2020-10-20,9369.00
1926,2020-10-21,10842.00
1927,2020-10-22,1329.00
1928,2020-10-24,1193.00
1929,2020-10-25,50.00
1930,2020-10-26,1853.00
1931,2020-10-27,3981.00
1932,2020-10-28,6002.00
1933,2020-10-29,417.00
1934,2020-10-31,2742.00
1935,2020-11-01,4629.00
1936,2020-11-02,4310.00
